Title,URL,Description,Details,Journal,Year,Resource,Type,Identifiers,Db,EntrezUID,cDate,First_Author,University,Author_Number,pmid
Cancer in the Sudan: an overview of the current status of knowledge on tumor patterns and risk factors.,/pubmed/21071068,"Awadelkarim KD, Mariani-Costantini R, Elwali NE.",Sci Total Environ. 2012 Apr 15;423:214-28. doi: 10.1016/j.scitotenv.2010.09.010. Review.,Sci Total Environ, 2012,PubMed,citation,PMID:21071068,pubmed,21071068,2010/11/13 , Awadelkarim KD,Khartoum,3,21071068
Occupational exposure to staff during endoscopic retrograde cholangiopancreatography in Sudan.,/pubmed/21062799,"Sulieman A, Elzaki M, Khalil M.",Radiat Prot Dosimetry. 2011 Mar;144(1-4):530-3. doi: 10.1093/rpd/ncq353.,Radiat Prot Dosimetry, 2011,PubMed,citation,PMID:21062799,pubmed,21062799,2010/11/11 , Sulieman A,Khartoum,3,21062799
Trends in intra- and inter-annual temperature variabilities across Sudan.,/pubmed/21053725,Elagib NA.,Ambio. 2010 Jul-Sep;39(5-6):413-29.,Ambio, 2010,PubMed,citation,PMID:21053725 | PMCID:PMC3357708,pubmed,21053725,2010/11/09 , Elagib NA,Khartoum,1,21053725 | PMCID:PMC3357708
"Paromomycin for the treatment of visceral leishmaniasis in Sudan: a randomized, open-label, dose-finding study.",/pubmed/21049063,"Musa AM, Younis B, Fadlalla A, Royce C, Balasegaram M, Wasunna M, Hailu A, Edwards T, Omollo R, Mudawi M, Kokwaro G, El-Hassan A, Khalil E.",PLoS Negl Trop Dis. 2010 Oct 26;4(10):e855. doi: 10.1371/journal.pntd.0000855.,PLoS Negl Trop Dis, 2010,PubMed,citation,PMID:21049063 | PMCID:PMC2964291,pubmed,21049063,2010/11/05 , Musa AM,Khartoum,13,21049063 | PMCID:PMC2964291
"Use of antenatal care services in Kassala, eastern Sudan.",/pubmed/20973972,"Ali AA, Osman MM, Abbaker AO, Adam I.",BMC Pregnancy Childbirth. 2010 Oct 25;10:67. doi: 10.1186/1471-2393-10-67.,BMC Pregnancy Childbirth, 2010,PubMed,citation,PMID:20973972 | PMCID:PMC2987884,pubmed,20973972,2010/10/27 , Ali AA,Khartoum,4,20973972 | PMCID:PMC2987884
Cytological study of exfoliative buccal mucosal cells of Qat chewers in Yemen.,/pubmed/20949467,"Ahmed HG, Omer AS, Abd Algaffar SA.",Diagn Cytopathol. 2011 Nov;39(11):796-800. doi: 10.1002/dc.21462.,Diagn Cytopathol, 2011,PubMed,citation,PMID:20949467,pubmed,20949467,2010/10/16 , Ahmed HG,Khartoum,3,20949467
An in vitro comparison of root canal system prepared with either hand or rotary instruments.,/pubmed/24790631,"A Dafalla A, Hassan Abubakr N, E Ibrahim Y.",Iran Endod J. 2010 Fall;5(4):167-73.,Iran Endod J, 2010,PubMed,citation,PMID:24790631 | PMCID:PMC4004794,pubmed,24790631,2010/10/01 , A Dafalla A,Khartoum,3,24790631 | PMCID:PMC4004794
Comparison of artesunate and quinine in the treatment of Sudanese children with severe Plasmodium falciparum malaria.,/pubmed/20850004,"Eltahir HG, Omer AA, Mohamed AA, Adam I.",Trans R Soc Trop Med Hyg. 2010 Oct;104(10):684-6. doi: 10.1016/j.trstmh.2010.05.009.,Trans R Soc Trop Med Hyg, 2010,PubMed,citation,PMID:20850004,pubmed,20850004,2010/09/21 , Eltahir HG,Khartoum,4,20850004
Surrogate markers of subtle renal injury in patients with visceral leishmaniasis.,/pubmed/20814123,"Elnojomi NA, Musa AM, Younis BM, Elfaki ME, El-Hassan AM, Khalil EA.",Saudi J Kidney Dis Transpl. 2010 Sep;21(5):872-5.,Saudi J Kidney Dis Transpl, 2010,PubMed,citation,PMID:20814123,pubmed,20814123,2010/09/04 , Elnojomi NA,Khartoum,6,20814123
First report on Leishmania major/HIV coinfection in a Sudanese patient.,/pubmed/20799602,"Mukhtar MM, Elamin EM, Bakhiet SM, Kheir MM, Ali AB.",East Mediterr Health J. 2010 Jun;16(6):702-3. No abstract available.,East Mediterr Health J, 2010,PubMed,citation,PMID:20799602,pubmed,20799602,2010/08/31 , Mukhtar MM,Khartoum,5,20799602
Caries experience and quantification of Streptococcus mutans and Streptococcus sobrinus in saliva of Sudanese schoolchildren.,/pubmed/20714152,"Nurelhuda NM, Al-Haroni M, Trovik TA, Bakken V.",Caries Res. 2010;44(4):402-7. doi: 10.1159/000316664.,Caries Res, 2010,PubMed,citation,PMID:20714152,pubmed,20714152,2010/08/18 , Nurelhuda NM,Khartoum,4,20714152
An outbreak of peste des petits ruminants (PPR) in camels in the Sudan.,/pubmed/20707980,"Khalafalla AI, Saeed IK, Ali YH, Abdurrahman MB, Kwiatek O, Libeau G, Obeida AA, Abbas Z.",Acta Trop. 2010 Nov;116(2):161-5. doi: 10.1016/j.actatropica.2010.08.002.,Acta Trop, 2010,PubMed,citation,PMID:20707980,pubmed,20707980,2010/08/17 , Khalafalla AI,Khartoum,8,20707980
Colorectal carcinoma associated with schistosomiasis: a possible causal relationship.,/pubmed/20704754,"H Salim OE, Hamid HK, Mekki SO, Suleiman SH, Ibrahim SZ.",World J Surg Oncol. 2010 Aug 13;8:68. doi: 10.1186/1477-7819-8-68. Review.,World J Surg Oncol, 2010,PubMed,citation,PMID:20704754 | PMCID:PMC2928231,pubmed,20704754,2010/08/14 , H Salim OE,Khartoum,5,20704754 | PMCID:PMC2928231
Cyclosporine-A therapy-induced multiple bilateral breast and accessory axillary breast fibroadenomas: a case report.,/pubmed/20701786,"Darwish A, Nasr AO, El Hassan LA, Fahal AH.",J Med Case Rep. 2010 Aug 11;4:267. doi: 10.1186/1752-1947-4-267.,J Med Case Rep, 2010,PubMed,citation,PMID:20701786 | PMCID:PMC2928248,pubmed,20701786,2010/08/13 , Darwish A,Khartoum,4,20701786 | PMCID:PMC2928248
Diagnostic accuracy of the Leishmania OligoC-TesT and NASBA-Oligochromatography for diagnosis of leishmaniasis in Sudan.,/pubmed/20689822,"Saad AA, Ahmed NG, Osman OS, Al-Basheer AA, Hamad A, Deborggraeve S, Büscher P, Schoone GJ, Schallig HD, Laurent T, Haleem A, Osman OF, Eltom AM, Elbashir MI, El-Safi S.",PLoS Negl Trop Dis. 2010 Aug 3;4(8):e776. doi: 10.1371/journal.pntd.0000776.,PLoS Negl Trop Dis, 2010,PubMed,citation,PMID:20689822 | PMCID:PMC2914782,pubmed,20689822,2010/08/07 , Saad AA,Khartoum,15,20689822 | PMCID:PMC2914782
Formulation of wax oxybenzone microparticles using a factorial approach.,/pubmed/20681744,"Gomaa YA, Darwish IA, Boraei NA, El-Khordagui LK.",J Microencapsul. 2010;27(7):628-39. doi: 10.3109/02652048.2010.506580.,J Microencapsul, 2010,PubMed,citation,PMID:20681744,pubmed,20681744,2010/08/05 , Gomaa YA,Khartoum,4,20681744
"Dihydroartemisinin-piperaquine versus artemether-lumefantrine, in the treatment of uncomplicated Plasmodium falciparum malaria in central Sudan.",/pubmed/20659392,"Adam I, Salah MT, Eltahir HG, Elhassan AH, Elmardi KA, Malik EM.",Ann Trop Med Parasitol. 2010 Jun;104(4):319-26. doi: 10.1179/136485910X12743554760144.,Ann Trop Med Parasitol, 2010,PubMed,citation,PMID:20659392,pubmed,20659392,2010/07/28 , Adam I,Khartoum,6,20659392
Bedside teaching at the Cinderella status. Options for promotion.,/pubmed/20635005,Ahmed AM.,Saudi Med J. 2010 Jul;31(7):739-46. Review.,Saudi Med J, 2010,PubMed,citation,PMID:20635005,pubmed,20635005,2010/07/17 , Ahmed AM,Khartoum,1,20635005
Morphometric and molecular differentiation of Phlebotomus (Phlebotomus) sandflies.,/pubmed/20633225,"Khalid N, Elnaiem D, Aboud M, Al Rabba F, Tripet F.",Med Vet Entomol. 2010 Dec;24(4):352-60. doi: 10.1111/j.1365-2915.2010.00893.x.,Med Vet Entomol, 2010,PubMed,citation,PMID:20633225,pubmed,20633225,2010/07/17 , Khalid N,Khartoum,5,20633225
"Maternal and perinatal outcomes of dengue in PortSudan, Eastern Sudan.",/pubmed/20626851,"Adam I, Jumaa AM, Elbashir HM, Karsany MS.",Virol J. 2010 Jul 13;7:153. doi: 10.1186/1743-422X-7-153.,Virol J, 2010,PubMed,citation,PMID:20626851 | PMCID:PMC2911427,pubmed,20626851,2010/07/16 , Adam I,Khartoum,4,20626851 | PMCID:PMC2911427
Pattern of glomerular diseases in Sudanese children: a clinico-pathological study.,/pubmed/20587895,"Abdelraheem MB, Ali el-TM, Mohamed RM, Hassan EG, Abdalla OA, Mekki SO, Yousif BM, Watson AR.",Saudi J Kidney Dis Transpl. 2010 Jul;21(4):778-83.,Saudi J Kidney Dis Transpl, 2010,PubMed,citation,PMID:20587895,pubmed,20587895,2010/07/01 , Abdelraheem MB,Khartoum,8,20587895
Paediatric cardiology programs in countries with limited resources: how to bridge the gap.,/pubmed/23960607,Sulafa KM.,J Saudi Heart Assoc. 2010 Jul;22(3):137-41. doi: 10.1016/j.jsha.2010.04.014.,J Saudi Heart Assoc, 2010,PubMed,citation,PMID:23960607 | PMCID:PMC3727505,pubmed,23960607,2010/07/01 , Sulafa KM,Khartoum,1,23960607 | PMCID:PMC3727505
"Intracellular scavenging activity of Trolox (6-hydroxy-2,5,7,8-tetramethylchromane-2-carboxylic acid) in the fission yeast, Schizosaccharomyces pombe.",/pubmed/22096330,"Hamad I, Arda N, Pekmez M, Karaer S, Temizkan G.",J Nat Sci Biol Med. 2010 Jul;1(1):16-21. doi: 10.4103/0976-9668.71667.,J Nat Sci Biol Med, 2010,PubMed,citation,PMID:22096330 | PMCID:PMC3217288,pubmed,22096330,2010/07/01 , Hamad I,Khartoum,5,22096330 | PMCID:PMC3217288
"Anaemia and low birth weight in Medani, Hospital Sudan.",/pubmed/20584294,"Elhassan EM, Abbaker AO, Haggaz AD, Abubaker MS, Adam I.",BMC Res Notes. 2010 Jun 28;3:181. doi: 10.1186/1756-0500-3-181.,BMC Res Notes, 2010,PubMed,citation,PMID:20584294 | PMCID:PMC2907404,pubmed,20584294,2010/06/30 , Elhassan EM,Khartoum,5,20584294 | PMCID:PMC2907404
Role of jejunostomy feeding catheter as a model for nutritional support.,/pubmed/20538080,"Abdelgadir MA, Mahadi SE, Nasr AO, Ahmed ME.",Int J Surg. 2010;8(6):439-43. doi: 10.1016/j.ijsu.2010.05.006.,Int J Surg, 2010,PubMed,citation,PMID:20538080,pubmed,20538080,2010/06/12 , Abdelgadir MA,Khartoum,4,20538080
Determination of aflatoxin levels in Sudanese edible oils.,/pubmed/20478351,"Idris YM, Mariod AA, Elnour IA, Mohamed AA.",Food Chem Toxicol. 2010 Aug-Sep;48(8-9):2539-41. doi: 10.1016/j.fct.2010.05.021.,Food Chem Toxicol, 2010,PubMed,citation,PMID:20478351,pubmed,20478351,2010/05/19 , Idris YM,Khartoum,4,20478351
"Rift Valley Fever among febrile patients at New Halfa hospital, eastern Sudan.",/pubmed/20465791,"Hassanain AM, Noureldien W, Karsany MS, Saeed el NS, Aradaib IE, Adam I.",Virol J. 2010 May 13;7:97. doi: 10.1186/1743-422X-7-97.,Virol J, 2010,PubMed,citation,PMID:20465791 | PMCID:PMC2877681,pubmed,20465791,2010/05/15 , Hassanain AM,Khartoum,6,20465791 | PMCID:PMC2877681
The treatment of bovine dermatophilosis and its effect on some haematological and blood chemical parameters.,/pubmed/20462170,"Hamid ME, Musa MS.",Rev Sci Tech. 2009 Dec;28(3):1111-8.,Rev Sci Tech, 2009,PubMed,citation,PMID:20462170,pubmed,20462170,2010/05/14 , Hamid ME,Khartoum,2,20462170
Candidate malaria susceptibility/protective SNPs in hospital and population-based studies: the effect of sub-structuring.,/pubmed/20459687,"Eid NA, Hussein AA, Elzein AM, Mohamed HS, Rockett KA, Kwiatkowski DP, Ibrahim ME.",Malar J. 2010 May 8;9:119. doi: 10.1186/1475-2875-9-119.,Malar J, 2010,PubMed,citation,PMID:20459687 | PMCID:PMC2877684,pubmed,20459687,2010/05/13 , Eid NA,Khartoum,7,20459687 | PMCID:PMC2877684
"The influence of temperature and humidity on oviposition and hatchability of Amblyomma lepidum (Dönitz, 1808) (Acarina: Ixodidae) under laboratory conditions.",/pubmed/20434269,"Binni EA, Yagi AI, Mohammed AS.",Vet Parasitol. 2010 Jun 24;170(3-4):344-7. doi: 10.1016/j.vetpar.2010.02.035.,Vet Parasitol, 2010,PubMed,citation,PMID:20434269,pubmed,20434269,2010/05/04 , Binni EA,Khartoum,3,20434269
Bacteriological and parasitological assessment of food handlers in the Omdurman area of Sudan.,/pubmed/20434126,"Saeed HA, Hamid HH.",J Microbiol Immunol Infect. 2010 Feb;43(1):70-3. doi: 10.1016/S1684-1182(10)60010-2.,J Microbiol Immunol Infect, 2010,PubMed,citation,PMID:20434126,pubmed,20434126,2010/05/04 , Saeed HA,Khartoum,2,20434126
"Zinc, parity, infection, and severe anemia among pregnant women in Kassla, eastern Sudan.",/pubmed/20428963,"Mohamed AA, Ali AA, Ali NI, Abusalama EH, Elbashir MI, Adam I.",Biol Trace Elem Res. 2011 Jun;140(3):284-90. doi: 10.1007/s12011-010-8704-3.,Biol Trace Elem Res, 2011,PubMed,citation,PMID:20428963,pubmed,20428963,2010/04/30 , Mohamed AA,Khartoum,6,20428963
"Nosocomial outbreak of Crimean-Congo hemorrhagic fever, Sudan.",/pubmed/20409377,"Aradaib IE, Erickson BR, Mustafa ME, Khristova ML, Saeed NS, Elageb RM, Nichol ST.",Emerg Infect Dis. 2010 May;16(5):837-9. doi: 10.3201/eid1605.091815.,Emerg Infect Dis, 2010,PubMed,citation,PMID:20409377 | PMCID:PMC2954009,pubmed,20409377,2010/04/23 , Aradaib IE,Khartoum,7,20409377 | PMCID:PMC2954009
Maltodextrin: a novel excipient used in sugar-based orally disintegrating tablets and phase transition process.,/pubmed/20405257,"Elnaggar YS, El-Massik MA, Abdallah OY, Ebian AE.",AAPS PharmSciTech. 2010 Jun;11(2):645-51. doi: 10.1208/s12249-010-9423-y.,AAPS PharmSciTech, 2010,PubMed,citation,PMID:20405257 | PMCID:PMC2902317,pubmed,20405257,2010/04/21 , Elnaggar YS,Khartoum,4,20405257 | PMCID:PMC2902317
Towards a noninvasive approach to malaria diagnosis: detection of parasite DNA in body secretions and surface mucosa.,/pubmed/20389119,"A-Elgayoum SM, El-Rayah el-A, Giha HA.",J Mol Microbiol Biotechnol. 2010;18(3):148-55. doi: 10.1159/000308516.,J Mol Microbiol Biotechnol, 2010,PubMed,citation,PMID:20389119,pubmed,20389119,2010/04/15 , A-Elgayoum SM,Khartoum,3,20389119
Frequencies of BCR-ABL1 fusion transcripts among Sudanese chronic myeloid leukaemia patients.,/pubmed/21637474,"Osman EA, Hamad K, Elmula IM, Ibrahim ME.",Genet Mol Biol. 2010 Apr;33(2):229-31. doi: 10.1590/S1415-47572010005000037.,Genet Mol Biol, 2010,PubMed,citation,PMID:21637474 | PMCID:PMC3036862,pubmed,21637474,2010/04/01 , Osman EA,Khartoum,4,21637474 | PMCID:PMC3036862
Applications of capillary electrophoresis with capacitively coupled contactless conductivity detection (CE-C4D) in pharmaceutical and biological analysis.,/pubmed/20352651,"Elbashir AA, Aboul-Enein HY.",Biomed Chromatogr. 2010 Oct;24(10):1038-44. doi: 10.1002/bmc.1417. Review.,Biomed Chromatogr, 2010,PubMed,citation,PMID:20352651,pubmed,20352651,2010/03/31 , Elbashir AA,Khartoum,2,20352651
Leishmania donovani: genetic diversity of isolates from Sudan characterized by PCR-based RAPD.,/pubmed/20346944,"Hamad SH, Khalil EA, Musa AM, Ibrahim ME, Younis BM, Elfaki ME, El-Hassan AM; Leishmaniasis Research Group, Sudan..",Exp Parasitol. 2010 Aug;125(4):389-93. doi: 10.1016/j.exppara.2010.03.008.,Exp Parasitol, 2010,PubMed,citation,PMID:20346944,pubmed,20346944,2010/03/30 , Hamad SH,Khartoum,8,20346944
Title,URL,Description,Details,ShortDetails,NA,Resource,Type,Identifiers,Db,EntrezUID,Properties,NA,Khartoum,1,Identifiers
Studies on acid-base status (Stewart's model) of young camels (Camelus dromedarius) after acid-load with NH4Cl.,/pubmed/20329648,"Elkhair NM, Hartmann H.",Berl Munch Tierarztl Wochenschr. 2010 Mar-Apr;123(3-4):153-9.,Berl Munch Tierarztl Wochenschr, 2010,PubMed,citation,PMID:20329648,pubmed,20329648,2010/03/25 , Elkhair NM,Khartoum,2,20329648
"Role of Culex and Anopheles mosquito species as potential vectors of rift valley fever virus in Sudan outbreak, 2007.",/pubmed/20222979,"Seufi AM, Galal FH.",BMC Infect Dis. 2010 Mar 11;10:65. doi: 10.1186/1471-2334-10-65.,BMC Infect Dis, 2010,PubMed,citation,PMID:20222979 | PMCID:PMC2841661,pubmed,20222979,2010/03/13 , Seufi AM,Khartoum,2,20222979 | PMCID:PMC2841661
The effect of fixatives and temperature on the quality of glycogen demonstration.,/pubmed/20214545,"Zakout YM, Salih MM, Ahmed HG.",Biotech Histochem. 2010 Apr;85(2):93-8. doi: 10.3109/10520290903126883. Erratum in: Biotech Histochem. 2011 Dec;86(6):448.,Biotech Histochem, 2010,PubMed,citation,PMID:20214545,pubmed,20214545,2010/03/11 , Zakout YM,Khartoum,3,20214545
"Frequency of intestinal parasites among food-handlers in Khartoum, Sudan.",/pubmed/20214122,"Babiker MA, Ali MS, Ahmed ES.",East Mediterr Health J. 2009 Sep-Oct;15(5):1098-104.,East Mediterr Health J, 2009,PubMed,citation,PMID:20214122,pubmed,20214122,2010/03/11 , Babiker MA,Khartoum,3,20214122
Cervical cancer screening among Sudanese women.,/pubmed/20194088,"Hassan FM, Khirelseed M.",Gulf J Oncolog. 2009 Jul;(6):28-34.,Gulf J Oncolog, 2009,PubMed,citation,PMID:20194088,pubmed,20194088,2010/03/03 , Hassan FM,Khartoum,2,20194088
Paediatric gastrointestinal endoscopy: experience in a Sudanese university hospital.,/pubmed/20187556,"Mudawi HM, El Tahir MA, Suleiman SH, Eltaybe NH, Gamer NM, Abdallha FA, Ibrahim SZ.",East Mediterr Health J. 2009 Jul-Aug;15(4):1027-31.,East Mediterr Health J, 2009,PubMed,citation,PMID:20187556,pubmed,20187556,2010/03/02 , Mudawi HM,Khartoum,7,20187556
Assessment of crown and bridge work quality among Sudanese dental practitioners.,/pubmed/23204722,"Mohamed AB, Abu-Bakr NH.",J Indian Prosthodont Soc. 2010 Mar;10(1):53-6. doi: 10.1007/s13191-010-0009-x.,J Indian Prosthodont Soc, 2010,PubMed,citation,PMID:23204722 | PMCID:PMC3453179,pubmed,23204722,2010/03/01 , Mohamed AB,Khartoum,2,23204722 | PMCID:PMC3453179
Differences in anthropometric measurements between Sudanese newborn twins and singletons.,/pubmed/20158311,"Elshibly EM, Schmalisch G.",Twin Res Hum Genet. 2010 Feb;13(1):88-95. doi: 10.1375/twin.13.1.88.,Twin Res Hum Genet, 2010,PubMed,citation,PMID:20158311,pubmed,20158311,2010/02/18 , Elshibly EM,Khartoum,2,20158311
Erythrocyte omega-3 and omega-6 fatty acids profile in Sudanese women with pre-eclampsia.,/pubmed/20143974,"Bakheit KH, Ghebremeskel K, Pol K, Elbashir MI, Adam I.",J Obstet Gynaecol. 2010 Feb;30(2):151-4. doi: 10.3109/01443610903391005.,J Obstet Gynaecol, 2010,PubMed,citation,PMID:20143974,pubmed,20143974,2010/02/11 , Bakheit KH,Khartoum,5,20143974
Erythrocyte antioxidant enzymes and plasma antioxidant vitamins in Sudanese women with pre-eclampsia.,/pubmed/20143973,"Bakheit KH, Ghebremeskel K, Zaiger G, Elbashir MI, Adam I.",J Obstet Gynaecol. 2010 Feb;30(2):147-50. doi: 10.3109/01443610903249448.,J Obstet Gynaecol, 2010,PubMed,citation,PMID:20143973,pubmed,20143973,2010/02/11 , Bakheit KH,Khartoum,5,20143973
A molecular survey of cystic echinococcosis in Sudan.,/pubmed/20138433,"Omer RA, Dinkel A, Romig T, Mackenstedt U, Elnahas AA, Aradaib IE, Ahmed ME, Elmalik KH, Adam A.",Vet Parasitol. 2010 May 11;169(3-4):340-6. doi: 10.1016/j.vetpar.2010.01.004.,Vet Parasitol, 2010,PubMed,citation,PMID:20138433,pubmed,20138433,2010/02/09 , Omer RA,Khartoum,9,20138433
Loss of balancing selection in the betaS globin locus.,/pubmed/20128890,"Salih NA, Hussain AA, Almugtaba IA, Elzein AM, Elhassan IM, Khalil EA, Ishag HB, Mohammed HS, Kwiatkowski D, Ibrahim ME.",BMC Med Genet. 2010 Feb 3;11:21. doi: 10.1186/1471-2350-11-21.,BMC Med Genet, 2010,PubMed,citation,PMID:20128890 | PMCID:PMC2829010,pubmed,20128890,2010/02/05 , Salih NA,Khartoum,10,20128890 | PMCID:PMC2829010
Hallux ulceration in diabetic patients.,/pubmed/20123279,"ElMakki Ahmed M, Tamimi AO, Mahadi SI, Widatalla AH, Shawer MA.",J Foot Ankle Surg. 2010 Jan-Feb;49(1):2-7. doi: 10.1053/j.jfas.2009.07.005.,J Foot Ankle Surg, 2010,PubMed,citation,PMID:20123279,pubmed,20123279,2010/02/04 , ElMakki Ahmed M,Khartoum,5,20123279
Antioxidant and cytotoxic activities of Aphanes arvensis extracts.,/pubmed/20108047,"Hamad I, Erol-Dayi O, Pekmez M, Onay-Uçar E, Arda N.",Plant Foods Hum Nutr. 2010 Mar;65(1):44-9. doi: 10.1007/s11130-009-0151-y.,Plant Foods Hum Nutr, 2010,PubMed,citation,PMID:20108047,pubmed,20108047,2010/01/29 , Hamad I,Khartoum,5,20108047
"Malaria and stillbirth in Omdurman Maternity Hospital, Sudan.",/pubmed/20096832,"Bader E, Alhaj AM, Hussan AA, Adam I.",Int J Gynaecol Obstet. 2010 May;109(2):144-6. doi: 10.1016/j.ijgo.2009.11.022.,Int J Gynaecol Obstet, 2010,PubMed,citation,PMID:20096832,pubmed,20096832,2010/01/26 , Bader E,Khartoum,4,20096832
Frequency of breast cancer among Sudanese patients with breast palpable lumps.,/pubmed/20071785,"Ahmed HG, Ali AS, Almobarak AO.",Indian J Cancer. 2010 Jan-Mar;47(1):23-6. doi: 10.4103/0019-509X.58854.,Indian J Cancer, 2010,PubMed,citation,PMID:20071785,pubmed,20071785,2010/01/15 , Ahmed HG,Khartoum,3,20071785
Implementation of diabetic foot ulcer classification system for research purposes to predict lower extremity amputation.,/pubmed/20062556,"Widatalla AH, Mahadi SE, Shawer MA, Elsayem HA, Ahmed ME.",Int J Diabetes Dev Ctries. 2009 Jan;29(1):1-5. doi: 10.4103/0973-3930.50707.,Int J Diabetes Dev Ctries, 2009,PubMed,citation,PMID:20062556 | PMCID:PMC2802358,pubmed,20062556,2010/01/12 , Widatalla AH,Khartoum,5,20062556 | PMCID:PMC2802358
